text,sentiment
After a long gap roamingoutside in Dubai lanes#afterlockdown qurantine #covid19#dubaiphotography #visitdubai #dubai #dubailife #uae #shaikmustafa #skmustafa #skmdmustafa #mdmustafa #mustafashaik #mustafa ,Neutral sentiment
#Mountain Calling #covid19 affected worldRishikesh ,Positive sentiment
#CoronaVirus has proved that everything around us so temporary it has taught us that in the end its ur own home family amp loved once that keeps u safe#StaySafe #StayHome #StayBlessedIndia ,Positive sentiment
 Mothers Day Specialdeeptomar#mothersday #maa #COVID19 #quarantine #indiafightscoronaTheamazingrudra ,Negative sentiment
Facesense time amp attendance systemon face recognition along with contactless thermometer to detect Covid19#TimeAttendance #TemperatureScreening #TemperatureDetector #covid19#corona #coronavirusChennai ,Neutral sentiment
Happy Mothers Day We are here to make your dinner all you need to do is take the food home and eat Call us at 3178101737 to place your order#coronavirus #sushi #seafood #food #carryout #carmelindiana ,Neutral sentiment
Follow us for regular fashion and lifestyle updates Visit Us #fashion #coronavirus #lockdown2020#lockdown #lockdownlife #highheels #cute #styleblogger #style #stayathome #stayhome ,Negative sentiment
None of us including me ever do great things But we can all do small things with great love and together we can do something wonderfulMother TeresaBecause of COVID 19 there is a situation of Lock Down ,Neutral sentiment
Hatching an escape plan from CORONA#jeffurrys #petresort #petlife #dog #doglove #indie #desi #adoptdontshop #doglife #pet #doglover #dogstagram #instadog #dogoftheday #dogsoutside #park #play #night #love ,Neutral sentiment
Over 13 million tulips have bloomed in Asias largest tulip gardens in Srinagars Indira Gandhi Memorial Tulip Garden However due to the COVID19 pandemic and lockdown across the country the garden has no ,Neutral sentiment
Fantastic Happy Mothers Day to all especially this year during our Covid19 Pandemic #moms #normaythedietdivajuleshough Indian Harbour Beach Florida ,Positive sentiment
Ashra E Maghfirat Ramadan Day 17Todays Iftar 645pm#sehritimes #iftarrecipes #ramadanday #ramzanmubarak #ramadankareem #uae #saudiarabia #faisusquad #indiafightscorona #covid #stayhomestaysafe #stayhomesavelives ,Negative sentiment
Good Morning Chabimura is known as Amazon of IndiaAfter the end of COVID 19 you must make a Trip to TripuraNE IndiaUdaipur Tripura ,Neutral sentiment
During Corona time nose mask is used to prevent CoronaSome one those who dont know the exact name of the nose mask in Hindi they will go to shop and instead of asking nose mask they will ask Bhai mu Ka chadda ,Positive sentiment
One of best solutions is use of container in form of instant hospital and quarantine to fight against covid19 penadmic Our team really has done great so far Hats off to team to work from and engage in protecting ,Neutral sentiment
Daily routineWake up check availability of required groceries order whatever is available and not receive shit after 2 days #lockdown #Lockdown3 #Covid19 #Mumbai #MumbaiFightsCovid19 #stuckinlockdown ,Neutral sentiment
World Corona Watch 0600 am on 11 MayLucknow PostSonebhadra India ,Positive sentiment
World Corona Watch 0600 am on 11 MayLucknow PostSonebhadra India ,Positive sentiment
We are working online#icraftdesignzandinteriors #online #coronavirus #virtualtours #3ddesigns #onlinediscussion #zoommeeting #icraft #interiordesigner #interiordesigners #hyderabadSam interiors ,Neutral sentiment
News UpdatesFor more detail please click below link Fastway ,Neutral sentiment
#AssamFightsCorona#COVID19 #ASSAM UPDATETotal Cases63Active Cases27CuredDischargedMigrated 34Deaths02as on May 11 2020till 800 AMMIBAssam ,Negative sentiment
#doctors Meet Dr Sanjeet Singh Saluja a Sikh Doctor from Canada who removed his Beard against his Religious beliefs Kesh for to wear N95 Mask to treat the Corona Patients joining in the McGill University Health ,Neutral sentiment
Dear Students As we all know COVID19 is currently disrupting the job markets as well as the businesses all over the world This once in a century pandemic has challenged even the top most companies leaving ,Positive sentiment
#IndiaFightsCorona#COVID19 #INDIA UPDATETotal Cases67152Active Cases44029CuredDischargedMigrated 20916Deaths2206Migrated1as on May 11 2020till 800 AMMIBAssam ,Positive sentiment
I am live On 247 news channel penal as Corona warriorLucknow Uttar Pradesh ,Neutral sentiment
Follow us for latest fashion and lifestyle updates Visit Us #fashion #coronavirus #lockdown2020#lockdown #lockdownlife #highheels #cute #styleblogger #style #nationaltechnologyday #stayhome ,Positive sentiment
Back to WorkBack to WorkXCOVID19 Complaint Workplaces for your and your colleagues safetyLets help #stopthespread togetherBe SupportiveBe KindGet in touch 91 748355749891 ,Positive sentiment
Corona Endemic has proved this Truth RADHEY KRISHNA Jiu New Delhi ,Neutral sentiment
#Indian #nationals #stranded abroad being brought #back in special #flights with necessary precautions being taken #against spread of #Covid19Telangana ,Negative sentiment
If they can do it at young age you can too do itLearning is a constant process throughout our lives coding is fun learn to code boost your career in PythonWe have created a COVID19 Support plan for ,Positive sentiment
Gift Alphonso mangoes to your loved ones who are locked down in Mumbai #mymangopeople #mumbai #covid19#lockdown #mumbailockdown #mangolockdown #Mangospecial #mangoart #mangolovers #mangoseason ,Positive sentiment
#staysafe #masks #coronavirusNew Delhi ,Positive sentiment
Essentials during pandemic Covid19 by pramodjangid #hikaricreative #challengerstreets #challengestreets #challengerstreet #burnmagazine #burndiary #hartcollective #dpspstreet #sageofstreet ,Neutral sentiment
The entry of SARSCOV2 inside the cell Source #COVID19 #covid #disease #pandemic #sarscov2 #novelcoronavirus #coronavirus #virology #molecularbiology #scientist #science #research #researcher ,Positive sentiment
Police are the one among the people who are working for covid19 They are continuously doing their work for the peoples safety amp security They are doing patrolling daily and observing everything on the roads They ,Positive sentiment
Ok my wonderful Zumba buddies Norma Y The Diet Diva is B AAACK 10 weeks since my shoulder surgery and I am feeling so much better Between my surgery and the Coronavirus my health mentally amp physically have ,Neutral sentiment
READ CAPTION Hey friends Here is the news regarding Fears grow in Germany of second wave of coronavirus infectionsWhile protesters call for further relaxing of social restrictions scientists warn of ,Neutral sentiment
Covid19 moveout fromtoday for Noah Strangely quit but hooping its hopping for the students in the Fall of 2020 #fightRavensFightAnderson University ,Neutral sentiment
Hunger is biggest Challenge Feed the poorJoin us in fighting hunger during COVID19We have distributed Provisons Kits to Handicapped amp Senior Citizens in and around Bangalore#ngo #charity #nonprofit #donate ,Positive sentiment
Baigan ka corona Ramadan nights going worst due to this coronavirus lockeddown But be safe stay at home stay safe safe your life and society life #baigan #baigankebaatan #baigankavirus #baigankacorona ,Neutral sentiment
Happy Monday Stay safe out the way and clean We going to get through this together If you need any cleaning please contact us #coronavirus #covid #corona #virus #rus #coronav #quarantine #s #a #love ,Neutral sentiment
Pull Apart Garlic BreadLet me tell you this one is homemade This one was made by chef janki898 who just made me drool over this#foodiesofindia #foodainment #garlicbread #pullapartbread #corona #coronavirus ,Positive sentiment
My new post we old photos #covid19 #foryoupage #krupal #eider hirparakenil123CausewaySurat ,Neutral sentiment
Now We are ready to supplyService Robot Uvc Robot amp Telepresencerobot Our robots can be deployedat Covid19 hospitals Hospitalityindustryoffices amp industries Service robot for foodmedicine amp ,Neutral sentiment
Due to the recent global pandemic and medical risk regarding possible further transmission of the coronavirus covid19 our dental clinic has decided to take precautionary measuresOnly as we are dealing ,Neutral sentiment
#covid19 #killerhornets #fuck #fuckcorona #coronavirus #holdmybeer #holdmycorona #godzilla #laugh #laughteristhebestmedicine #inthistogether #youarenotaloneAll Over the World ,Negative sentiment
I am worried that Asian Americans may now receive insults or beatings on the street because of the coronavirus and the increasing hostility between China and the US,Negative sentiment
Flatten the curveStay home#corona #covid #coronavirus #stayhome #virus #quarantine #staysafe #love #lockdown #dirumahaja #s #stayathome #memes #instagram #socialdistancing #coronamemes #india #d #k ,Positive sentiment
World Corona Watch 0600 am on 12 MayLucknow PostSonebhadra India ,Neutral sentiment
Flatten the curveStay home#corona #covid #coronavirus #stayhome #virus #quarantinelife #staysafe #peace #lockdown #dirumahaja #indiajeetegacoronaharega #jeetjayegaindia #indiafightscorona #instagram ,Positive sentiment
Every sunset brings the promise of a new dawnLets pray for Free Corona world when we see a new dawn tomorrowDarbhanga ,Positive sentiment
Flatten the curveStay home#corona #covid #coronavirus #stayhome #virus #quarantine #staysafe #love #lockdown #dirumahaja #s #stayathome #memes #instagram #socialdistancing #coronamemes #india #d #k ,Neutral sentiment
DJs after lockdown #lockdown #lockdown2020 #india #kolkata #musicproducer #producers #dj #ashkmusic #ableton #flstudio #covid19 #stayhome #staysafe Kolkata ,Neutral sentiment
 Ramnaraya blue art potteriesRamnaraya prajapatiHelp us support COVIDhit families to regenerate lost livelihoods Discover a great selection of enchanting Jaipur blue Potteryhome decor,Positive sentiment
Happy International Nurses day never underestimate a nurses who survived 2020 Corona virus pandemicNurseJust Another word to describe a person strong enough to tolerate anything and soft enough to ,Positive sentiment
We believe that the normal life of people is likely to be redefined in postcoronavirus phase when lockdown is lifted and the masses resume their daily routineWe also believe that each one of us will start taking ,Positive sentiment
The world quickly shifted into the #remote #work #culture after the #coronavirus #pandemic Here are a few benefits of remote work we have seen on our end so far#Jozbiz #likeforfollow #likeforlikes #covid19 ,Negative sentiment
Happy international nurse day#nurse #hospital #respect #covid19 #corantine #corona #appsssTrivandrum city ,Neutral sentiment
Haircut by wifey during lockdown to save me from going saloon and avoiding corona #ShantanuNeekhara #TanushiNeekhara #AashiNeekhara #Neekharas #haircut #hairstyle #stayhome #haircutathome #avoidcovid19 #avoidcrowd ,Positive sentiment
Salute all our Covid warriors who are risking their lives for our sake Full song link in BIO #internationalnursesday #nurse #nurseday #internationalnurseday #covidwarriors #healthworker #tribute ,Positive sentiment
International Nurses Day#internationalnursesday #nursesday #nurse #medicalwarriors #florencenightingale #ladywiththelamp #respecttoallnurses #covidwarriors #stayhome #stayathome #corona #covid19 ,Positive sentiment
